feature_id,semantic_source_feature_id,relevance_scaled,confidence_scaled,agreement,reliability,text_score,condition,llm_runs
F000696,F000418,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000697,F000300,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000698,F001102,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000699,F000332,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000700,F001700,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000701,F001554,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000702,F000664,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000703,F001928,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000704,F001480,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000705,F001543,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000706,F001274,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000707,F000587,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000708,F001493,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000709,F001285,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000710,F001816,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000711,F001798,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000712,F000192,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000713,F001930,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000714,F000426,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000715,F001985,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000716,F000855,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000717,F000198,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000718,F000928,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000719,F001421,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000720,F000048,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000721,F000813,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000722,F000367,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000723,F001952,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000724,F001589,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000725,F001400,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000726,F000107,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000727,F000372,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000728,F000366,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000729,F001007,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000730,F000731,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000731,F000684,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000732,F000822,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000733,F000750,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000734,F000324,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000735,F001238,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000736,F001060,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000737,F001931,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000738,F001852,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000739,F000114,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000740,F000458,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000741,F000292,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000742,F000961,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000743,F000411,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000744,F000631,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000745,F000799,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000746,F000798,0.75,1.0,1.0,1.0,0.75,permuted_seed_0019,3
F000747,F000805,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000748,F000783,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000749,F000143,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000750,F000226,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000751,F001112,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000752,F001217,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000753,F001773,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000754,F001413,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000755,F000899,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000756,F001308,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000757,F001065,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000758,F001801,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000759,F000220,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000760,F000603,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000761,F000442,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000762,F000629,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000763,F001363,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000764,F000461,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000765,F001042,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000766,F000973,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000767,F000924,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000768,F001837,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000769,F000083,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000770,F000627,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000771,F000772,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000772,F000625,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000773,F001699,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000774,F001548,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000775,F000261,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000776,F001925,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000777,F001491,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000778,F001164,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000779,F001194,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000780,F001536,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000781,F000359,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000782,F000797,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000783,F000141,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000784,F000611,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000785,F001125,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000786,F000360,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000787,F000330,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000788,F001088,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000789,F000531,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000790,F001215,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000791,F000164,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000792,F001406,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000793,F000495,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000794,F000041,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000795,F001711,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000796,F000097,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000797,F001156,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000798,F001242,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000799,F000050,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000800,F001937,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000801,F001024,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000802,F001044,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000803,F000188,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000804,F000349,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000805,F001503,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000806,F001942,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000807,F001211,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000808,F000128,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000809,F001668,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000810,F001917,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000811,F000203,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000812,F001606,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000813,F000901,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000814,F001339,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000815,F000978,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000816,F001043,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000817,F001066,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000818,F001936,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000819,F000824,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000820,F000391,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000821,F001081,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000822,F001228,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000823,F000309,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000824,F001150,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000825,F000011,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000826,F001705,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000827,F000267,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000828,F001080,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000829,F000033,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000830,F001281,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000831,F000511,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000832,F000353,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000833,F000648,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000834,F001747,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000835,F001744,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000836,F001268,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000837,F000145,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000838,F001791,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000839,F000342,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000840,F001389,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000841,F000450,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000842,F001027,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000843,F001567,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000844,F001978,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000845,F001856,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000846,F001698,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000847,F001489,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000848,F000073,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000849,F000072,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000850,F000796,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000851,F000932,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000852,F001800,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000853,F000245,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000854,F001836,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000855,F000383,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000856,F000191,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000857,F000398,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000858,F000388,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000859,F000589,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000860,F000471,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000861,F000512,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000862,F000389,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000863,F001823,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000864,F001814,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000865,F001273,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000866,F001519,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000867,F000488,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000868,F000327,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000869,F000819,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000870,F001759,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000871,F000596,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000872,F000219,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000873,F000487,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000874,F001522,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000875,F000873,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000876,F001973,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000877,F000972,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000878,F001261,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000879,F000619,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000880,F001964,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000881,F000614,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000882,F001063,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000883,F000763,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000884,F001983,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000885,F000178,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000886,F000706,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000887,F001473,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000888,F000949,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000889,F000832,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000890,F000433,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000891,F000109,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000892,F000395,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000893,F000673,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000894,F000584,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000895,F001350,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000896,F000650,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000897,F000278,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000898,F001632,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000899,F000009,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000900,F000515,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000901,F000510,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000902,F001267,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000903,F000846,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000904,F000539,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000905,F000285,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000906,F000018,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000907,F000130,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000908,F001247,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000909,F001432,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000910,F000289,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000911,F000190,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000912,F000241,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000913,F001262,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000914,F000794,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000915,F001590,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000916,F000663,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000917,F001732,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000918,F000077,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000919,F000609,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000920,F001263,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000921,F001464,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000922,F001844,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000923,F001879,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000924,F001067,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000925,F000775,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000926,F001484,0.5,1.0,0.5,0.5,0.5,permuted_seed_0019,3
F000927,F000119,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000928,F001855,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000929,F001834,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000930,F000149,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000931,F001627,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000932,F000555,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000933,F000699,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000934,F001469,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000935,F000546,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000936,F001099,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000937,F000371,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000938,F000548,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000939,F000502,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000940,F000882,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000941,F001965,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000942,F000365,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000943,F001269,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000944,F000878,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000945,F000386,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000946,F001121,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000947,F000445,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000948,F001212,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000949,F000294,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000950,F000612,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000951,F000224,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000952,F001528,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000953,F000929,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000954,F000661,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000955,F000196,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000956,F000938,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000957,F001276,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000958,F001908,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000959,F000788,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000960,F001766,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000961,F000413,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000962,F001472,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000963,F000912,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000964,F001412,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000965,F001866,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000966,F001949,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000967,F000503,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000968,F000205,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000969,F000800,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000970,F000564,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000971,F001214,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000972,F000031,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000973,F001177,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000974,F001423,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000975,F001725,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000976,F001222,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000977,F000420,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000978,F001537,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000979,F001179,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000980,F000500,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000981,F001291,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000982,F001562,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000983,F001778,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000984,F000700,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000985,F001958,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000986,F000282,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000987,F001597,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000988,F000945,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000989,F001583,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000990,F000394,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000991,F001575,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000992,F001549,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000993,F000262,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000994,F000630,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000995,F000779,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000996,F000642,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000997,F000297,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000998,F001037,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000999,F000044,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001000,F001409,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001001,F001237,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001002,F000562,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001003,F000652,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001004,F000026,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001005,F000521,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F001006,F001561,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001007,F001224,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001008,F001599,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F001009,F001934,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F001010,F000657,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001011,F000987,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001012,F001650,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001013,F001178,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001014,F000186,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001015,F001727,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001016,F001596,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001017,F001120,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001018,F000759,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001019,F001634,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001020,F001251,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F001021,F001385,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001022,F000401,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001023,F000858,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001024,F001293,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001025,F001362,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001026,F000022,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001027,F000491,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001028,F001100,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001029,F000874,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001030,F001015,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001031,F000780,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001032,F001321,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001033,F000438,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001034,F000325,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001035,F000559,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001036,F000919,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001037,F001582,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001038,F000591,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001039,F000607,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001040,F001981,0.75,1.0,1.0,1.0,0.75,permuted_seed_0019,3
F001041,F000588,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001042,F000229,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001043,F001591,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
